card_1,card_2,card_1_W,card_1_L,Games Played,card_1_overall_rating,card_1_matchup_rating
Fisherman,Royal Delivery,0,0,0,0.5625,0.5625
Fisherman,Royal Giant,0,0,0,0.5625,0.5625
Fisherman,Rune Giant,0,0,0,0.5625,0.5625
Fisherman,Suspicious Bush,0,0,0,0.5625,0.5625
Fisherman,The Log,0,0,0,0.5625,0.5625
Fisherman,Tombstone,0,0,0,0.5625,0.5625
Fisherman,Vines,0,0,0,0.5625,0.5625
Fisherman,Witch,0,0,0,0.5625,0.5625
Fisherman,Wizard,0,0,0,0.5625,0.5625
Fisherman,X-Bow,0,0,0,0.5625,0.5625
Fisherman,Zappies,0,0,0,0.5625,0.5625
Flying Machine,Baby Dragon,2,2,4,0.3989,0.5
Flying Machine,Barbarian Hut,1,3,4,0.3989,0.3852
Flying Machine,Berserker,1,0,1,0.3989,0.82
Flying Machine,Dart Goblin,2,3,5,0.3989,0.421
Flying Machine,Electro Spirit,5,5,10,0.3989,0.5
Flying Machine,Electro Wizard,2,2,4,0.3989,0.5
Flying Machine,Elixir Golem,0,0,0,0.3989,0.5625
Flying Machine,Executioner,0,2,2,0.3989,0.3958
Flying Machine,Fireball,4,4,8,0.3989,0.5
Flying Machine,Fisherman,0,0,0,0.3989,0.5625
Flying Machine,Furnace,0,0,0,0.3989,0.5625
Flying Machine,Giant,1,1,2,0.3989,0.5
Flying Machine,Giant Snowball,0,0,0,0.3989,0.5625
Flying Machine,Goblin Barrel,2,2,4,0.3989,0.5
Flying Machine,Goblin Demolisher,0,2,2,0.3989,0.3958
Flying Machine,Goblin Drill,0,0,0,0.3989,0.5625
Flying Machine,Goblin Giant,0,0,0,0.3989,0.5625
Flying Machine,Goblin Hut,3,6,9,0.3989,0.3722
Flying Machine,Golem,5,4,9,0.3989,0.5473
Flying Machine,Graveyard,2,5,7,0.3989,0.376
Flying Machine,Hunter,0,0,0,0.3989,0.5625
Flying Machine,Ice Spirit,2,7,9,0.3989,0.3722
Flying Machine,Ice Wizard,0,0,0,0.3989,0.5625
Flying Machine,Inferno Tower,0,0,0,0.3989,0.5625
Flying Machine,Knight,2,9,11,0.3989,0.3693
Flying Machine,Lava Hound,0,0,0,0.3989,0.5625
Flying Machine,Mega Knight,0,0,0,0.3989,0.5625
Flying Machine,Mortar,0,0,0,0.3989,0.5625
Flying Machine,Mother Witch,2,0,2,0.3989,0.8472
Flying Machine,Musketeer,5,10,15,0.3989,0.3654
Flying Machine,Night Witch,0,0,0,0.3989,0.5625
Flying Machine,P.E.K.K.A,0,0,0,0.3989,0.5625
Flying Machine,Poison,3,7,10,0.3989,0.3707
Flying Machine,Princess,1,0,1,0.3989,0.82
Flying Machine,Rage,0,0,0,0.3989,0.5625
Flying Machine,Ram Rider,0,2,2,0.3989,0.3958
Flying Machine,Rascals,5,6,11,0.3989,0.4604
Flying Machine,Rocket,1,0,1,0.3989,0.82
Flying Machine,Royal Delivery,1,1,2,0.3989,0.5
Flying Machine,Royal Giant,2,2,4,0.3989,0.5
Flying Machine,Rune Giant,0,1,1,0.3989,0.404
Flying Machine,Suspicious Bush,3,1,4,0.3989,0.6914
Flying Machine,The Log,2,8,10,0.3989,0.3707
Flying Machine,Tombstone,5,6,11,0.3989,0.4604
Flying Machine,Vines,3,5,8,0.3989,0.395
Flying Machine,Witch,2,2,4,0.3989,0.5
Flying Machine,Wizard,1,1,2,0.3989,0.5
Flying Machine,X-Bow,2,3,5,0.3989,0.421
Flying Machine,Zappies,0,0,0,0.3989,0.5625
Furnace,Baby Dragon,0,0,0,0.3958,0.5625
Furnace,Barbarian Hut,0,0,0,0.3958,0.5625
Furnace,Berserker,0,0,0,0.3958,0.5625
Furnace,Dart Goblin,0,1,1,0.3958,0.404
Furnace,Electro Spirit,0,0,0,0.3958,0.5625
Furnace,Electro Wizard,0,1,1,0.3958,0.404
Furnace,Elixir Golem,0,0,0,0.3958,0.5625
Furnace,Executioner,0,0,0,0.3958,0.5625
Furnace,Fireball,0,1,1,0.3958,0.404
Furnace,Fisherman,0,0,0,0.3958,0.5625
Furnace,Flying Machine,0,0,0,0.3958,0.5625
Furnace,Giant,0,0,0,0.3958,0.5625
Furnace,Giant Snowball,0,0,0,0.3958,0.5625
Furnace,Goblin Barrel,0,1,1,0.3958,0.404
Furnace,Goblin Demolisher,0,1,1,0.3958,0.404
Furnace,Goblin Drill,0,0,0,0.3958,0.5625
Furnace,Goblin Giant,0,0,0,0.3958,0.5625
Furnace,Goblin Hut,0,0,0,0.3958,0.5625
Furnace,Golem,0,0,0,0.3958,0.5625
Furnace,Graveyard,0,1,1,0.3958,0.404
Furnace,Hunter,0,0,0,0.3958,0.5625
Furnace,Ice Spirit,0,0,0,0.3958,0.5625
Furnace,Ice Wizard,0,0,0,0.3958,0.5625
Furnace,Inferno Tower,0,0,0,0.3958,0.5625
Furnace,Knight,0,2,2,0.3958,0.3958
Furnace,Lava Hound,0,0,0,0.3958,0.5625
Furnace,Mega Knight,0,0,0,0.3958,0.5625
Furnace,Mortar,0,0,0,0.3958,0.5625
Furnace,Mother Witch,0,0,0,0.3958,0.5625
Furnace,Musketeer,0,2,2,0.3958,0.3958
Furnace,Night Witch,0,0,0,0.3958,0.5625
Furnace,P.E.K.K.A,0,0,0,0.3958,0.5625
Furnace,Poison,0,1,1,0.3958,0.404
Furnace,Princess,0,0,0,0.3958,0.5625
Furnace,Rage,0,0,0,0.3958,0.5625
Furnace,Ram Rider,0,0,0,0.3958,0.5625
Furnace,Rascals,0,1,1,0.3958,0.404
Furnace,Rocket,0,0,0,0.3958,0.5625
Furnace,Royal Delivery,0,1,1,0.3958,0.404
Furnace,Royal Giant,0,0,0,0.3958,0.5625
Furnace,Rune Giant,0,0,0,0.3958,0.5625
Furnace,Suspicious Bush,0,0,0,0.3958,0.5625
Furnace,The Log,0,2,2,0.3958,0.3958
Furnace,Tombstone,0,1,1,0.3958,0.404
Furnace,Vines,0,0,0,0.3958,0.5625
Furnace,Witch,0,0,0,0.3958,0.5625
Furnace,Wizard,0,0,0,0.3958,0.5625
Furnace,X-Bow,0,0,0,0.3958,0.5625
Furnace,Zappies,0,0,0,0.3958,0.5625
Giant,Baby Dragon,2,0,2,0.5,0.8472
Giant,Barbarian Hut,1,1,2,0.5,0.5
Giant,Berserker,0,0,0,0.5,0.5625
Giant,Dart Goblin,1,1,2,0.5,0.5
Giant,Electro Spirit,1,2,3,0.5,0.3898
Giant,Electro Wizard,0,1,1,0.5,0.404
Giant,Elixir Golem,0,0,0,0.5,0.5625
Giant,Executioner,0,0,0,0.5,0.5625
Giant,Fireball,2,1,3,0.5,0.6224
Giant,Fisherman,0,0,0,0.5,0.5625
Giant,Flying Machine,1,1,2,0.5,0.5
Giant,Furnace,0,0,0,0.5,0.5625
Giant,Giant Snowball,1,0,1,0.5,0.82
Giant,Goblin Barrel,2,3,5,0.5,0.421
Giant,Goblin Demolisher,0,2,2,0.5,0.3958
Giant,Goblin Drill,0,0,0,0.5,0.5625
Giant,Goblin Giant,0,0,0,0.5,0.5625
Giant,Goblin Hut,1,1,2,0.5,0.5
Giant,Golem,1,2,3,0.5,0.3898
Giant,Graveyard,2,1,3,0.5,0.6224
Giant,Hunter,0,0,0,0.5,0.5625
Giant,Ice Spirit,4,4,8,0.5,0.5
Giant,Ice Wizard,0,0,0,0.5,0.5625
Giant,Inferno Tower,0,0,0,0.5,0.5625
Giant,Knight,3,3,6,0.5,0.5
Giant,Lava Hound,0,1,1,0.5,0.404
Giant,Mega Knight,0,0,0,0.5,0.5625
Giant,Mortar,0,0,0,0.5,0.5625
Giant,Mother Witch,0,0,0,0.5,0.5625
Giant,Musketeer,4,5,9,0.5,0.4527
Giant,Night Witch,0,0,0,0.5,0.5625
Giant,P.E.K.K.A,0,0,0,0.5,0.5625
Giant,Poison,0,3,3,0.5,0.3898
Giant,Princess,0,0,0,0.5,0.5625
Giant,Rage,1,0,1,0.5,0.82
Giant,Ram Rider,4,2,6,0.5,0.635
Giant,Rascals,5,3,8,0.5,0.605
Giant,Rocket,0,0,0,0.5,0.5625
Giant,Royal Delivery,4,1,5,0.5,0.737
Giant,Royal Giant,2,0,2,0.5,0.8472
Giant,Rune Giant,0,0,0,0.5,0.5625
Giant,Suspicious Bush,3,0,3,0.5,0.8673
Giant,The Log,2,7,9,0.5,0.3722
Giant,Tombstone,4,3,7,0.5,0.559
Giant,Vines,3,3,6,0.5,0.5
Giant,Witch,1,2,3,0.5,0.3898
Giant,Wizard,0,1,1,0.5,0.404
Giant,X-Bow,1,2,3,0.5,0.3898
Giant,Zappies,0,0,0,0.5,0.5625
Giant Snowball,Baby Dragon,0,0,0,0.3958,0.5625
Giant Snowball,Barbarian Hut,0,0,0,0.3958,0.5625
Giant Snowball,Berserker,0,0,0,0.3958,0.5625
Giant Snowball,Dart Goblin,0,1,1,0.3958,0.404
Giant Snowball,Electro Spirit,0,0,0,0.3958,0.5625
Giant Snowball,Electro Wizard,0,0,0,0.3958,0.5625
Giant Snowball,Elixir Golem,0,0,0,0.3958,0.5625
Giant Snowball,Executioner,0,0,0,0.3958,0.5625
Giant Snowball,Fireball,0,1,1,0.3958,0.404
Giant Snowball,Fisherman,0,0,0,0.3958,0.5625
Giant Snowball,Flying Machine,0,0,0,0.3958,0.5625
Giant Snowball,Furnace,0,0,0,0.3958,0.5625
Giant Snowball,Giant,0,1,1,0.3958,0.404
Giant Snowball,Goblin Barrel,0,0,0,0.3958,0.5625
Giant Snowball,Goblin Demolisher,0,0,0,0.3958,0.5625
Giant Snowball,Goblin Drill,0,0,0,0.3958,0.5625
Giant Snowball,Goblin Giant,0,0,0,0.3958,0.5625
Giant Snowball,Goblin Hut,0,1,1,0.3958,0.404
Giant Snowball,Golem,0,0,0,0.3958,0.5625
Giant Snowball,Graveyard,0,1,1,0.3958,0.404
Giant Snowball,Hunter,0,0,0,0.3958,0.5625
Giant Snowball,Ice Spirit,0,1,1,0.3958,0.404
Giant Snowball,Ice Wizard,0,0,0,0.3958,0.5625
Giant Snowball,Inferno Tower,0,0,0,0.3958,0.5625
Giant Snowball,Knight,0,1,1,0.3958,0.404
Giant Snowball,Lava Hound,0,1,1,0.3958,0.404
Giant Snowball,Mega Knight,0,0,0,0.3958,0.5625
Giant Snowball,Mortar,0,0,0,0.3958,0.5625
Giant Snowball,Mother Witch,0,0,0,0.3958,0.5625
Giant Snowball,Musketeer,0,1,1,0.3958,0.404
Giant Snowball,Night Witch,0,0,0,0.3958,0.5625
Giant Snowball,P.E.K.K.A,0,0,0,0.3958,0.5625
Giant Snowball,Poison,0,0,0,0.3958,0.5625
Giant Snowball,Princess,0,0,0,0.3958,0.5625
Giant Snowball,Rage,0,0,0,0.3958,0.5625
Giant Snowball,Ram Rider,0,1,1,0.3958,0.404
Giant Snowball,Rascals,0,0,0,0.3958,0.5625
Giant Snowball,Rocket,0,0,0,0.3958,0.5625
Giant Snowball,Royal Delivery,0,0,0,0.3958,0.5625
Giant Snowball,Royal Giant,0,0,0,0.3958,0.5625
Giant Snowball,Rune Giant,0,0,0,0.3958,0.5625
Giant Snowball,Suspicious Bush,0,1,1,0.3958,0.404
Giant Snowball,The Log,0,2,2,0.3958,0.3958
Giant Snowball,Tombstone,0,2,2,0.3958,0.3958
Giant Snowball,Vines,0,1,1,0.3958,0.404
Giant Snowball,Witch,0,0,0,0.3958,0.5625
Giant Snowball,Wizard,0,0,0,0.3958,0.5625
Giant Snowball,X-Bow,0,0,0,0.3958,0.5625
Giant Snowball,Zappies,0,0,0,0.3958,0.5625
Goblin Barrel,Baby Dragon,2,1,3,0.3903,0.6224
Goblin Barrel,Barbarian Hut,0,2,2,0.3903,0.3958
Goblin Barrel,Berserker,1,1,2,0.3903,0.5
Goblin Barrel,Dart Goblin,3,2,5,0.3903,0.579
Goblin Barrel,Electro Spirit,3,4,7,0.3903,0.441
Goblin Barrel,Electro Wizard,0,1,1,0.3903,0.404
Goblin Barrel,Elixir Golem,0,0,0,0.3903,0.5625
Goblin Barrel,Executioner,0,1,1,0.3903,0.404
Goblin Barrel,Fireball,6,5,11,0.3903,0.5396
Goblin Barrel,Fisherman,0,0,0,0.3903,0.5625
Goblin Barrel,Flying Machine,2,2,4,0.3903,0.5
Goblin Barrel,Furnace,1,0,1,0.3903,0.82
Goblin Barrel,Giant,3,2,5,0.3903,0.579
Goblin Barrel,Giant Snowball,0,0,0,0.3903,0.5625
Goblin Barrel,Goblin Demolisher,0,2,2,0.3903,0.3958
Goblin Barrel,Goblin Drill,1,0,1,0.3903,0.82
Goblin Barrel,Goblin Giant,0,0,0,0.3903,0.5625
Goblin Barrel,Goblin Hut,4,7,11,0.3903,0.3812
Goblin Barrel,Golem,3,3,6,0.3903,0.5
Goblin Barrel,Graveyard,0,2,2,0.3903,0.3958
Goblin Barrel,Hunter,0,0,0,0.3903,0.5625
Goblin Barrel,Ice Spirit,0,5,5,0.3903,0.3815
Goblin Barrel,Ice Wizard,0,0,0,0.3903,0.5625
Goblin Barrel,Inferno Tower,0,0,0,0.3903,0.5625
Goblin Barrel,Knight,4,7,11,0.3903,0.3812
Goblin Barrel,Lava Hound,0,1,1,0.3903,0.404
Goblin Barrel,Mega Knight,0,0,0,0.3903,0.5625
Goblin Barrel,Mortar,0,0,0,0.3903,0.5625
Goblin Barrel,Mother Witch,0,1,1,0.3903,0.404
Goblin Barrel,Musketeer,3,12,15,0.3903,0.3654
Goblin Barrel,Night Witch,0,0,0,0.3903,0.5625
Goblin Barrel,P.E.K.K.A,0,1,1,0.3903,0.404
Goblin Barrel,Poison,1,7,8,0.3903,0.374
Goblin Barrel,Princess,0,0,0,0.3903,0.5625
Goblin Barrel,Rage,2,0,2,0.3903,0.8472
Goblin Barrel,Ram Rider,2,3,5,0.3903,0.421
Goblin Barrel,Rascals,2,4,6,0.3903,0.3785
Goblin Barrel,Rocket,1,0,1,0.3903,0.82
Goblin Barrel,Royal Delivery,1,2,3,0.3903,0.3898
Goblin Barrel,Royal Giant,3,2,5,0.3903,0.579
Goblin Barrel,Rune Giant,0,0,0,0.3903,0.5625
Goblin Barrel,Suspicious Bush,8,3,11,0.3903,0.698
Goblin Barrel,The Log,1,8,9,0.3903,0.3722
Goblin Barrel,Tombstone,4,5,9,0.3903,0.4527
Goblin Barrel,Vines,1,5,6,0.3903,0.3785
Goblin Barrel,Witch,0,1,1,0.3903,0.404
Goblin Barrel,Wizard,0,0,0,0.3903,0.5625
Goblin Barrel,X-Bow,2,2,4,0.3903,0.5
Goblin Barrel,Zappies,0,0,0,0.3903,0.5625
Goblin Demolisher,Baby Dragon,3,1,4,0.7101,0.6914
Goblin Demolisher,Barbarian Hut,0,2,2,0.7101,0.3958
Goblin Demolisher,Berserker,1,1,2,0.7101,0.5
Goblin Demolisher,Dart Goblin,1,0,1,0.7101,0.82
Goblin Demolisher,Electro Spirit,2,1,3,0.7101,0.6224
Goblin Demolisher,Electro Wizard,0,0,0,0.7101,0.5625
Goblin Demolisher,Elixir Golem,0,0,0,0.7101,0.5625
Goblin Demolisher,Executioner,0,0,0,0.7101,0.5625
Goblin Demolisher,Fireball,1,0,1,0.7101,0.82
Goblin Demolisher,Fisherman,0,0,0,0.7101,0.5625
Goblin Demolisher,Flying Machine,2,0,2,0.7101,0.8472
Goblin Demolisher,Furnace,1,0,1,0.7101,0.82
Goblin Demolisher,Giant,2,0,2,0.7101,0.8472
Goblin Demolisher,Giant Snowball,0,0,0,0.7101,0.5625
Goblin Demolisher,Goblin Barrel,2,0,2,0.7101,0.8472
Goblin Demolisher,Goblin Drill,0,0,0,0.7101,0.5625
Goblin Demolisher,Goblin Giant,1,0,1,0.7101,0.82
Goblin Demolisher,Goblin Hut,2,0,2,0.7101,0.8472
Goblin Demolisher,Golem,0,0,0,0.7101,0.5625
Goblin Demolisher,Graveyard,2,1,3,0.7101,0.6224
Goblin Demolisher,Hunter,0,0,0,0.7101,0.5625
Goblin Demolisher,Ice Spirit,2,0,2,0.7101,0.8472
Goblin Demolisher,Ice Wizard,0,0,0,0.7101,0.5625
Goblin Demolisher,Inferno Tower,0,0,0,0.7101,0.5625
Goblin Demolisher,Knight,2,1,3,0.7101,0.6224
Goblin Demolisher,Lava Hound,0,0,0,0.7101,0.5625
Goblin Demolisher,Mega Knight,0,0,0,0.7101,0.5625
Goblin Demolisher,Mortar,0,0,0,0.7101,0.5625
Goblin Demolisher,Mother Witch,1,0,1,0.7101,0.82
Goblin Demolisher,Musketeer,4,2,6,0.7101,0.635
Goblin Demolisher,Night Witch,0,0,0,0.7101,0.5625
Goblin Demolisher,P.E.K.K.A,0,0,0,0.7101,0.5625
Goblin Demolisher,Poison,2,2,4,0.7101,0.5
Goblin Demolisher,Princess,0,0,0,0.7101,0.5625
Goblin Demolisher,Rage,0,0,0,0.7101,0.5625
Goblin Demolisher,Ram Rider,1,0,1,0.7101,0.82
Goblin Demolisher,Rascals,1,0,1,0.7101,0.82
Goblin Demolisher,Rocket,1,0,1,0.7101,0.82
Goblin Demolisher,Royal Delivery,1,0,1,0.7101,0.82
Goblin Demolisher,Royal Giant,1,1,2,0.7101,0.5
Goblin Demolisher,Rune Giant,0,0,0,0.7101,0.5625
Goblin Demolisher,Suspicious Bush,2,0,2,0.7101,0.8472
Goblin Demolisher,The Log,3,1,4,0.7101,0.6914
Goblin Demolisher,Tombstone,3,1,4,0.7101,0.6914
Goblin Demolisher,Vines,3,2,5,0.7101,0.579
Goblin Demolisher,Witch,0,0,0,0.7101,0.5625
Goblin Demolisher,Wizard,0,0,0,0.7101,0.5625
Goblin Demolisher,X-Bow,1,0,1,0.7101,0.82
Goblin Demolisher,Zappies,0,0,0,0.7101,0.5625
Goblin Drill,Baby Dragon,0,0,0,0.404,0.5625
Goblin Drill,Barbarian Hut,0,1,1,0.404,0.404
Goblin Drill,Berserker,0,0,0,0.404,0.5625
Goblin Drill,Dart Goblin,0,0,0,0.404,0.5625
Goblin Drill,Electro Spirit,0,0,0,0.404,0.5625
Goblin Drill,Electro Wizard,0,0,0,0.404,0.5625
Goblin Drill,Elixir Golem,0,0,0,0.404,0.5625
Goblin Drill,Executioner,0,0,0,0.404,0.5625
Goblin Drill,Fireball,0,0,0,0.404,0.5625
Goblin Drill,Fisherman,0,0,0,0.404,0.5625
Goblin Drill,Flying Machine,0,0,0,0.404,0.5625
Goblin Drill,Furnace,0,0,0,0.404,0.5625
Goblin Drill,Giant,0,0,0,0.404,0.5625
Goblin Drill,Giant Snowball,0,0,0,0.404,0.5625
Goblin Drill,Goblin Barrel,0,1,1,0.404,0.404
Goblin Drill,Goblin Demolisher,0,0,0,0.404,0.5625
Goblin Drill,Goblin Giant,0,0,0,0.404,0.5625
Goblin Drill,Goblin Hut,0,0,0,0.404,0.5625
Goblin Drill,Golem,0,1,1,0.404,0.404
Goblin Drill,Graveyard,0,0,0,0.404,0.5625
Goblin Drill,Hunter,0,0,0,0.404,0.5625
Goblin Drill,Ice Spirit,0,1,1,0.404,0.404
Goblin Drill,Ice Wizard,0,0,0,0.404,0.5625
Goblin Drill,Inferno Tower,0,0,0,0.404,0.5625
Goblin Drill,Knight,0,0,0,0.404,0.5625
Goblin Drill,Lava Hound,0,0,0,0.404,0.5625
Goblin Drill,Mega Knight,0,0,0,0.404,0.5625
Goblin Drill,Mortar,0,0,0,0.404,0.5625
Goblin Drill,Mother Witch,0,0,0,0.404,0.5625
Goblin Drill,Musketeer,0,1,1,0.404,0.404
Goblin Drill,Night Witch,0,0,0,0.404,0.5625
Goblin Drill,P.E.K.K.A,0,0,0,0.404,0.5625
Goblin Drill,Poison,0,0,0,0.404,0.5625
Goblin Drill,Princess,0,0,0,0.404,0.5625
Goblin Drill,Rage,0,0,0,0.404,0.5625
Goblin Drill,Ram Rider,0,1,1,0.404,0.404
Goblin Drill,Rascals,0,0,0,0.404,0.5625
Goblin Drill,Rocket,0,0,0,0.404,0.5625
Goblin Drill,Royal Delivery,0,1,1,0.404,0.404
Goblin Drill,Royal Giant,0,0,0,0.404,0.5625
Goblin Drill,Rune Giant,0,0,0,0.404,0.5625
Goblin Drill,Suspicious Bush,0,0,0,0.404,0.5625
Goblin Drill,The Log,0,1,1,0.404,0.404
Goblin Drill,Tombstone,0,0,0,0.404,0.5625
Goblin Drill,Vines,0,0,0,0.404,0.5625
Goblin Drill,Witch,0,0,0,0.404,0.5625
Goblin Drill,Wizard,0,0,0,0.404,0.5625
Goblin Drill,X-Bow,0,0,0,0.404,0.5625
Goblin Drill,Zappies,0,0,0,0.404,0.5625
Goblin Giant,Baby Dragon,0,0,0,0.404,0.5625
Goblin Giant,Barbarian Hut,0,0,0,0.404,0.5625
Goblin Giant,Berserker,0,0,0,0.404,0.5625
Goblin Giant,Dart Goblin,0,0,0,0.404,0.5625
Goblin Giant,Electro Spirit,0,0,0,0.404,0.5625
Goblin Giant,Electro Wizard,0,0,0,0.404,0.5625
Goblin Giant,Elixir Golem,0,0,0,0.404,0.5625
Goblin Giant,Executioner,0,0,0,0.404,0.5625
Goblin Giant,Fireball,0,1,1,0.404,0.404
Goblin Giant,Fisherman,0,0,0,0.404,0.5625
Goblin Giant,Flying Machine,0,0,0,0.404,0.5625
Goblin Giant,Furnace,0,0,0,0.404,0.5625
Goblin Giant,Giant,0,0,0,0.404,0.5625
Goblin Giant,Giant Snowball,0,0,0,0.404,0.5625
Goblin Giant,Goblin Barrel,0,0,0,0.404,0.5625
Goblin Giant,Goblin Demolisher,0,1,1,0.404,0.404
Goblin Giant,Goblin Drill,0,0,0,0.404,0.5625
Goblin Giant,Goblin Hut,0,0,0,0.404,0.5625
Goblin Giant,Golem,0,0,0,0.404,0.5625
Goblin Giant,Graveyard,0,1,1,0.404,0.404
Goblin Giant,Hunter,0,0,0,0.404,0.5625
Goblin Giant,Ice Spirit,0,0,0,0.404,0.5625
Goblin Giant,Ice Wizard,0,0,0,0.404,0.5625
Goblin Giant,Inferno Tower,0,0,0,0.404,0.5625
Goblin Giant,Knight,0,1,1,0.404,0.404
Goblin Giant,Lava Hound,0,0,0,0.404,0.5625
Goblin Giant,Mega Knight,0,0,0,0.404,0.5625
Goblin Giant,Mortar,0,0,0,0.404,0.5625
Goblin Giant,Mother Witch,0,0,0,0.404,0.5625
Goblin Giant,Musketeer,0,1,1,0.404,0.404
Goblin Giant,Night Witch,0,0,0,0.404,0.5625
Goblin Giant,P.E.K.K.A,0,0,0,0.404,0.5625
Goblin Giant,Poison,0,0,0,0.404,0.5625
Goblin Giant,Princess,0,0,0,0.404,0.5625
Goblin Giant,Rage,0,0,0,0.404,0.5625
Goblin Giant,Ram Rider,0,0,0,0.404,0.5625
Goblin Giant,Rascals,0,1,1,0.404,0.404
Goblin Giant,Rocket,0,0,0,0.404,0.5625
Goblin Giant,Royal Delivery,0,1,1,0.404,0.404
Goblin Giant,Royal Giant,0,0,0,0.404,0.5625
Goblin Giant,Rune Giant,0,0,0,0.404,0.5625
Goblin Giant,Suspicious Bush,0,0,0,0.404,0.5625
Goblin Giant,The Log,0,1,1,0.404,0.404
Goblin Giant,Tombstone,0,0,0,0.404,0.5625
Goblin Giant,Vines,0,0,0,0.404,0.5625
Goblin Giant,Witch,0,0,0,0.404,0.5625
Goblin Giant,Wizard,0,0,0,0.404,0.5625
Goblin Giant,X-Bow,0,0,0,0.404,0.5625
Goblin Giant,Zappies,0,0,0,0.404,0.5625
Goblin Hut,Baby Dragon,6,4,10,0.6217,0.5862
Goblin Hut,Barbarian Hut,3,2,5,0.6217,0.579
Goblin Hut,Berserker,5,0,5,0.6217,0.8951
Goblin Hut,Dart Goblin,4,1,5,0.6217,0.737
Goblin Hut,Electro Spirit,4,2,6,0.6217,0.635
Goblin Hut,Electro Wizard,0,2,2,0.6217,0.3958
Goblin Hut,Elixir Golem,0,0,0,0.6217,0.5625
Goblin Hut,Executioner,0,0,0,0.6217,0.5625
Goblin Hut,Fireball,7,2,9,0.6217,0.7367
Goblin Hut,Fisherman,0,0,0,0.6217,0.5625
Goblin Hut,Flying Machine,6,3,9,0.6217,0.642
Goblin Hut,Furnace,0,0,0,0.6217,0.5625
Goblin Hut,Giant,1,1,2,0.6217,0.5
Goblin Hut,Giant Snowball,1,0,1,0.6217,0.82
Goblin Hut,Goblin Barrel,7,4,11,0.6217,0.6188
Goblin Hut,Goblin Demolisher,0,2,2,0.6217,0.3958
Goblin Hut,Goblin Drill,0,0,0,0.6217,0.5625
Goblin Hut,Goblin Giant,0,0,0,0.6217,0.5625
Goblin Hut,Golem,3,1,4,0.6217,0.6914
Goblin Hut,Graveyard,3,5,8,0.6217,0.395
Goblin Hut,Hunter,0,0,0,0.6217,0.5625
Goblin Hut,Ice Spirit,7,7,14,0.6217,0.5
Goblin Hut,Ice Wizard,1,0,1,0.6217,0.82
Goblin Hut,Inferno Tower,0,0,0,0.6217,0.5625
Goblin Hut,Knight,5,4,9,0.6217,0.5473
Goblin Hut,Lava Hound,0,0,0,0.6217,0.5625
Goblin Hut,Mega Knight,0,0,0,0.6217,0.5625
Goblin Hut,Mortar,0,0,0,0.6217,0.5625
Goblin Hut,Mother Witch,2,0,2,0.6217,0.8472
Goblin Hut,Musketeer,8,5,13,0.6217,0.6022
Goblin Hut,Night Witch,0,0,0,0.6217,0.5625
Goblin Hut,P.E.K.K.A,2,0,2,0.6217,0.8472
Goblin Hut,Poison,4,6,10,0.6217,0.4138
Goblin Hut,Princess,0,0,0,0.6217,0.5625
Goblin Hut,Rage,1,0,1,0.6217,0.82
Goblin Hut,Ram Rider,3,0,3,0.6217,0.8673
Goblin Hut,Rascals,6,5,11,0.6217,0.5396
Goblin Hut,Rocket,0,0,0,0.6217,0.5625
Goblin Hut,Royal Delivery,5,0,5,0.6217,0.8951
Goblin Hut,Royal Giant,3,0,3,0.6217,0.8673
Goblin Hut,Rune Giant,1,1,2,0.6217,0.5
Goblin Hut,Suspicious Bush,7,1,8,0.6217,0.8151
Goblin Hut,The Log,8,7,15,0.6217,0.5299
Goblin Hut,Tombstone,6,7,13,0.6217,0.4659
Goblin Hut,Vines,8,5,13,0.6217,0.6022
Goblin Hut,Witch,5,3,8,0.6217,0.605
Goblin Hut,Wizard,1,0,1,0.6217,0.82
Goblin Hut,X-Bow,3,0,3,0.6217,0.8673
Goblin Hut,Zappies,0,0,0,0.6217,0.5625
Golem,Baby Dragon,2,4,6,0.3815,0.3785
Golem,Barbarian Hut,0,2,2,0.3815,0.3958
Golem,Berserker,2,0,2,0.3815,0.8472
Golem,Dart Goblin,1,0,1,0.3815,0.82
Golem,Electro Spirit,1,3,4,0.3815,0.3852
Golem,Electro Wizard,0,1,1,0.3815,0.404
Golem,Elixir Golem,0,0,0,0.3815,0.5625
Golem,Executioner,0,1,1,0.3815,0.404
Golem,Fireball,3,0,3,0.3815,0.8673
Golem,Fisherman,0,0,0,0.3815,0.5625
Golem,Flying Machine,4,5,9,0.3815,0.4527
Golem,Furnace,0,0,0,0.3815,0.5625
Golem,Giant,2,1,3,0.3815,0.6224
Golem,Giant Snowball,0,0,0,0.3815,0.5625
Golem,Goblin Barrel,3,3,6,0.3815,0.5
Golem,Goblin Demolisher,0,0,0,0.3815,0.5625
Golem,Goblin Drill,1,0,1,0.3815,0.82
Golem,Goblin Giant,0,0,0,0.3815,0.5625
Golem,Goblin Hut,1,3,4,0.3815,0.3852
Golem,Graveyard,0,3,3,0.3815,0.3898
Golem,Hunter,0,0,0,0.3815,0.5625
Golem,Ice Spirit,1,3,4,0.3815,0.3852
Golem,Ice Wizard,0,0,0,0.3815,0.5625
Golem,Inferno Tower,0,0,0,0.3815,0.5625
Golem,Knight,3,5,8,0.3815,0.395
Golem,Lava Hound,0,0,0,0.3815,0.5625
Golem,Mega Knight,0,0,0,0.3815,0.5625
